web-scraper-order,headline,headline-href,head,date
1545835137-820,Kannur district panchayat launches year-long HIV awareness campaign,https://timesofindia.indiatimes.com/city/kochi/kannur-district-panchayat-launches-year-long-hiv-awareness-campaign/articleshow/61890729.cms,Kannur district panchayat launches year-long HIV awareness campaign,"Dec 2, 2017, 12:25 IST"
1545835152-823,Adultery by hubbies leaves women vulnerable to HIV,https://timesofindia.indiatimes.com/city/trichy/adultery-by-hubbies-leaves-women-vulnerable-to-hiv/articleshow/61898224.cms,Adultery by hubbies leaves women vulnerable to HIV,"Dec 3, 2017, 11:59 IST"
1545835130-819,Prince Harry makes first joint visit with fiance Meghan Markle,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/prince-harry-makes-first-joint-visit-with-fiance-meghan-markle/articleshow/61890589.cms,Prince Harry makes first joint visit with fiance Meghan Markle,"Dec 2, 2017, 14:31 IST"
1545835121-818,Fight stigma against people with HIV: CM Pinarayi Vijayan,https://timesofindia.indiatimes.com/city/thiruvananthapuram/fight-stigma-against-people-with-hiv-cm-pinarayi-vijayan/articleshow/61890480.cms,Fight stigma against people with HIV: CM Pinarayi Vijayan,"Dec 2, 2017, 11:56 IST"
1545835150-822,Provide jobs to people with HIV/AIDS: CM to companies,https://timesofindia.indiatimes.com/city/puducherry/provide-jobs-to-people-with-hiv/aids-cm-to-companies/articleshow/61891566.cms,Provide jobs to people with HIV/AIDS: CM to companies,"Dec 2, 2017, 13:26 IST"
1545835158-826,ICTC bags 6th trophy for testing max people for HIV,https://timesofindia.indiatimes.com/city/vadodara/ictc-bags-6th-trophy-for-testing-max-people-for-hiv/articleshow/61921804.cms,ICTC bags 6th trophy for testing max people for HIV,"Dec 5, 2017, 04:04 IST"
1545835118-817,Drug de-addiction course now via distance education,https://timesofindia.indiatimes.com/city/chandigarh/drug-de-addiction-course-now-via-distance-education/articleshow/61886228.cms,Drug de-addiction course now via distance education,"Dec 2, 2017, 07:30 IST"
1545835445-849,Government’s treat-all policy not an instant hit with HIV patients,https://timesofindia.indiatimes.com/city/mumbai/govts-treat-all-policy-not-an-instant-hit-with-hiv-patients/articleshow/61887085.cms,Government’s treat-all policy not an instant hit with HIV patients,"Dec 2, 2017, 05:45 IST"
1545835443-848,Gurgaon kids observe World AIDS Day,https://timesofindia.indiatimes.com/city/gurgaon/gurgaon-kids-observe-world-aids-day/articleshow/61880792.cms,Gurgaon kids observe World AIDS Day,"Dec 2, 2017, 01:00 IST"
1545835412-843,HIV directly impacts brain in early stages: Study,https://timesofindia.indiatimes.com/home/science/hiv-directly-impacts-brain-in-early-stages-study/articleshow/61880866.cms,HIV directly impacts brain in early stages: Study,"Dec 1, 2017, 17:34 IST"
1545835419-844,A matrimonial website to help AIDS patients find their soulmates,https://timesofindia.indiatimes.com/city/mumbai/a-matrimonial-website-to-help-aids-patients-find-their-soulmates/articleshow/61881613.cms,A matrimonial website to help AIDS patients find their soulmates,"Dec 1, 2017, 19:07 IST"
1545835404-841,What’s the difference between HIV and AIDS?,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/whats-the-difference-between-hiv-and-aids/articleshow/61875316.cms,,null
1545835447-850,"459 HIV patients, 10 deaths but no therapy centre in city",https://timesofindia.indiatimes.com/city/noida/459-hiv-patients-10-deaths-but-no-therapy-centre-in-city/articleshow/61886763.cms,"459 HIV patients, 10 deaths but no therapy centre in city","Dec 2, 2017, 02:19 IST"
1545835432-846,Impressive youth participation at AIDS awareness rally,https://timesofindia.indiatimes.com/city/aurangabad/impressive-youth-participation-at-aids-awareness-rally/articleshow/61885862.cms,Impressive youth participation at AIDS awareness rally,"Dec 1, 2017, 23:46 IST"
1545835406-842,World AIDS Day: 35% of HIV-infected patients are youths,https://timesofindia.indiatimes.com/city/agra/world-aids-day-35-of-hiv-infected-patients-are-youths/articleshow/61869539.cms,World AIDS Day: 35% of HIV-infected patients are youths,"Dec 1, 2017, 12:29 IST"
1545835435-847,Gurgaon kids observe World AIDS Day with a rally and awareness sessions,https://timesofindia.indiatimes.com/entertainment/events/gurgaon/gurgaon-kids-observe-world-aids-day-with-a-rally-and-awareness-sessions/articleshow/61880742.cms,Gurgaon kids observe World AIDS Day with a rally and awareness sessions,"Dec 2, 2017, 01:00 IST"
1545835421-845,MCHs ophthalmologist to present paper at international event,https://timesofindia.indiatimes.com/city/aurangabad/mchs-ophthalmologist-to-present-paper-at-international-event/articleshow/61885819.cms,MCHs ophthalmologist to present paper at international event,"Dec 1, 2017, 23:45 IST"
1545835594-865,"Soon, test to measure amount of HIV virus in patients’ blood",https://timesofindia.indiatimes.com/city/mumbai/soon-test-to-measure-amount-of-hiv-virus-in-patients-blood/articleshow/61871327.cms,"Soon, test to measure amount of HIV virus in patients’ blood","Dec 1, 2017, 01:14 IST"
1545835604-873,42% drop in new HIV positive cases in state in 7 years,https://timesofindia.indiatimes.com/city/nagpur/42-drop-in-new-hiv-positive-cases-in-state-in-7-years/articleshow/61870772.cms,42% drop in new HIV positive cases in state in 7 years,"Dec 1, 2017, 13:32 IST"
1545835611-879,"Woman accuses HIV +ve hubby of forcing himself on her, seeks help",https://timesofindia.indiatimes.com/city/chandigarh/woman-accuses-hiv-ve-hubby-of-forcing-himself-on-her-seeks-help/articleshow/61873433.cms,"Woman accuses HIV +ve hubby of forcing himself on her, seeks help","Dec 1, 2017, 08:35 IST"
1545835597-867,Adolescents with HIV will now have a reason to smile,https://timesofindia.indiatimes.com/city/goa/adolescents-with-hiv-will-now-have-a-reason-to-smile/articleshow/61871700.cms,Adolescents with HIV will now have a reason to smile,"Dec 1, 2017, 10:55 IST"
1545835616-883,"Government, KGMU agree to disagree on HIV data",https://timesofindia.indiatimes.com/city/lucknow/government-kgmu-agree-to-disagree-on-hiv-data/articleshow/61874106.cms,"Government, KGMU agree to disagree on HIV data","Dec 1, 2017, 09:26 IST"
1545835600-869,Goa positive about drop in HIV cases,https://timesofindia.indiatimes.com/city/goa/goa-positive-about-drop-in-hiv-cases/articleshow/61871706.cms,Goa positive about drop in HIV cases,"Dec 1, 2017, 10:44 IST"
1545835613-881,"Woman accuses HIV +ve hubby of forcing himself on her, seeks help",https://timesofindia.indiatimes.com/city/chandigarh/woman-accuses-hiv-ve-hubby-of-forcing-himself-on-her-seeks-help/articleshow/61871495.cms,"Woman accuses HIV +ve hubby of forcing himself on her, seeks help","Dec 1, 2017, 09:02 IST"
1545835602-871,State payout for child sexual abuse survivors to be gender-neutral,https://timesofindia.indiatimes.com/city/mumbai/state-payout-for-child-sexual-abuse-survivors-to-be-gender-neutral/articleshow/61871992.cms,State payout for child sexual abuse survivors to be gender-neutral,"Dec 1, 2017, 06:05 IST"
1545835608-877,Elisa test not enough for AIDS detection,https://timesofindia.indiatimes.com/city/lucknow/elisa-test-not-enough-for-aids-detection/articleshow/61873106.cms,Elisa test not enough for AIDS detection,"Dec 1, 2017, 07:47 IST"
1545835606-875,"Doctors delaying treatment to HIV patients, claims NGO",https://timesofindia.indiatimes.com/city/mysuru/doctors-delaying-treatment-to-hiv-patients-claims-ngo/articleshow/61870237.cms,"Doctors delaying treatment to HIV patients, claims NGO","Dec 1, 2017, 05:30 IST"
1545835868-898,HIV-infected kids being cured by traditional medicines: Former min,https://timesofindia.indiatimes.com/city/mysuru/hiv-infected-kids-being-cured-by-traditional-medicines-former-min/articleshow/61854854.cms,HIV-infected kids being cured by traditional medicines: Former min,"Nov 30, 2017, 05:30 IST"
1545835907-908,"Mother-to-child HIV infection cases decline, shows study",https://timesofindia.indiatimes.com/city/nashik/mother-to-child-hiv-infection-cases-decline-shows-study/articleshow/61871122.cms,"Mother-to-child HIV infection cases decline, shows study","Dec 1, 2017, 00:09 IST"
1545835912-910,"HIV pulled them down, love gave hope",https://timesofindia.indiatimes.com/city/chennai/hiv-pulled-them-down-love-gave-hope/articleshow/61871153.cms,"HIV pulled them down, love gave hope","Dec 1, 2017, 11:05 IST"
1545835865-897,Wearing helmets can prevent head injuries: Doctors,https://timesofindia.indiatimes.com/city/nagpur/wearing-helmets-can-prevent-head-injuries-doctors/articleshow/61853408.cms,Wearing helmets can prevent head injuries: Doctors,"Nov 30, 2017, 09:37 IST"
1545835903-906,Thane tops the chart in HIV positive cases in district,https://timesofindia.indiatimes.com/city/thane/thane-tops-the-chart-in-hiv-positive-cases-in-district/articleshow/61869433.cms,Thane tops the chart in HIV positive cases in district,"Dec 1, 2017, 00:00 IST"
1545835898-904,Sand artist Sudarsan Pattnaik creates world's longest red ribbon before World AIDS Day,https://timesofindia.indiatimes.com/india/sand-artist-sudarsan-pattnaik-creates-worlds-longest-red-ribbon-before-world-aids-day/articleshow/61870183.cms,Sand artist Sudarsan Pattnaik creates world's longest red ribbon before World AIDS Day,"Dec 1, 2017, 16:18 IST"
1545835877-900,"Meningitis: Causes, Signs, Symptoms & Prevention",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/meningitis-causes-signs-symptoms-prevention/articleshow/61860295.cms,"Meningitis: Causes, Signs, Symptoms & Prevention","Nov 30, 2017, 11:52 IST"
1545835909-909,This rehab centre is home to HIV positive women,https://timesofindia.indiatimes.com/city/nashik/this-rehab-centre-is-home-to-hiv-positive-women/articleshow/61871133.cms,This rehab centre is home to HIV positive women,"Dec 1, 2017, 00:10 IST"
1545835886-902,World is winning the fight against HIV,https://timesofindia.indiatimes.com/world/world-is-winning-the-fight-against-hiv/articleshow/61863067.cms,World is winning the fight against HIV,null
1545835871-899,"HIV killed 80,000 in Karnataka in 10 years; experts blame government restrictions",https://timesofindia.indiatimes.com/city/bengaluru/hiv-killed-80000-in-karnataka-in-10-years-experts-blame-government-restrictions/articleshow/61859987.cms,"HIV killed 80,000 in Karnataka in 10 years; experts blame government restrictions","Nov 30, 2017, 11:07 IST"
1545836552-931,HIV stigma keeps off students from aganwadi,https://timesofindia.indiatimes.com/city/thiruvananthapuram/hiv-stigma-keeps-off-students-from-aganwadi/articleshow/61843795.cms,HIV stigma keeps off students from aganwadi,"Nov 29, 2017, 08:27 IST"
1545836550-930,HIV-positive children in Goa finally get protection under RTE,https://timesofindia.indiatimes.com/city/goa/hiv-positive-children-in-goa-finally-get-protection-under-rte/articleshow/61841480.cms,HIV-positive children in Goa finally get protection under RTE,"Nov 29, 2017, 07:17 IST"
1545836565-934,‘Data-sharing is vital to address public health issues’,https://timesofindia.indiatimes.com/city/mumbai/data-sharing-is-vital-to-address-public-health-issues/articleshow/61856771.cms,‘Data-sharing is vital to address public health issues’,"Nov 30, 2017, 04:18 IST"
1545836545-928,"Tuberculosis: Causes, Signs, Symptoms & Prevention",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/tuberculosis-causes-signs-symptoms-prevention/articleshow/61834227.cms,"Tuberculosis: Causes, Signs, Symptoms & Prevention","Nov 28, 2017, 16:00 IST"
1545836530-926,Death after fight over Rs 500: Man gets 10 yrs in jail,https://timesofindia.indiatimes.com/city/chandigarh/death-after-fight-over-rs-500-man-gets-10-yrs-in-jail/articleshow/61826418.cms,Death after fight over Rs 500: Man gets 10 yrs in jail,"Nov 28, 2017, 07:08 IST"
1545836548-929,French film on HIV bags top honours,https://timesofindia.indiatimes.com/city/goa/french-film-on-hiv-bags-top-honours/articleshow/61841438.cms,French film on HIV bags top honours,"Nov 29, 2017, 06:43 IST"
1545836527-925,What triggers cancer? This scientist may have a clue,https://timesofindia.indiatimes.com/city/kolkata/what-triggers-cancer-this-scientist-may-have-a-clue/articleshow/61812623.cms,What triggers cancer? This scientist may have a clue,"Nov 27, 2017, 05:29 IST"
1545836563-933,HIV-positive cases on the rise in Assam,https://timesofindia.indiatimes.com/city/guwahati/hiv-positive-cases-on-the-rise-in-assam/articleshow/61844622.cms,HIV-positive cases on the rise in Assam,"Nov 29, 2017, 10:41 IST"
1545836561-932,HIV stigma keeps off students from aganwadi,https://timesofindia.indiatimes.com/city/kochi/hiv-stigma-keeps-off-students-from-aganwadi/articleshow/61845413.cms,HIV stigma keeps off students from aganwadi,"Nov 29, 2017, 08:27 IST"
1545836543-927,Death after fight over Rs 500: Sector 45 man gets 10 years in jail,https://timesofindia.indiatimes.com/city/chandigarh/death-after-fight-over-rs-500-sector-45-man-gets-10-years-in-jail/articleshow/61830830.cms,Death after fight over Rs 500: Sector 45 man gets 10 years in jail,"Nov 28, 2017, 11:50 IST"
1545836747-965,"From Penang to Kanyakumari, three friends on car expedition with a cause",https://timesofindia.indiatimes.com/city/chennai/from-penang-to-kanyakumari-three-friends-on-car-expedition-with-a-cause/articleshow/61801504.cms,"From Penang to Kanyakumari, three friends on car expedition with a cause",
1545836745-963,"Now, dengue and HIV tests in 20 mins in U’khand",https://timesofindia.indiatimes.com/city/dehradun/now-dengue-and-hiv-tests-in-20-mins-in-ukhand/articleshow/61786107.cms,"Now, dengue and HIV tests in 20 mins in U’khand",
1545836728-948,'Pneumonia bigger killer than many infectious diseases',https://timesofindia.indiatimes.com/city/mangaluru/pneumonia-bigger-killer-than-many-infectious-diseases/articleshow/61692105.cms,,"Nov 17, 2017, 19:44 IST"
1545836736-955,MP: HIV+ mother made to run from one hospital to another,https://timesofindia.indiatimes.com/city/bhopal/hiv-positive-mother-of-newborn-alleges-discrimination/articleshow/61745788.cms,MP: HIV+ mother made to run from one hospital to another,
1545836732-952,"‘22% boys, 29% girls in Bihar have sex before 15 years of age’",https://timesofindia.indiatimes.com/city/patna/22-boys-29-girls-in-state-have-sex-before-15-yrs-of-age/articleshow/61744908.cms,,"Nov 22, 2017, 13:28 IST"
1545836743-962,Extra marital affairs spike HIV cases,https://timesofindia.indiatimes.com/city/trichy/extra-marital-affairs-spike-hiv-cases/articleshow/61760272.cms,,"Nov 23, 2017, 09:02 IST"
1545836728-947,'Pneumonia bigger killer than many infectious diseases',https://timesofindia.indiatimes.com/city/mangaluru/pneumonia-bigger-killer-than-many-infectious-diseases/articleshow/61692105.cms,'Pneumonia bigger killer than many infectious diseases',
1545836741-960,Lack of medicines: HIV +ve coming to PGI at ART risk,https://timesofindia.indiatimes.com/city/chandigarh/lack-of-medicines-hiv-ve-coming-to-pgi-at-art-risk/articleshow/61760318.cms,,"Nov 23, 2017, 08:30 IST"
1545836741-959,Lack of medicines: HIV +ve coming to PGI at ART risk,https://timesofindia.indiatimes.com/city/chandigarh/lack-of-medicines-hiv-ve-coming-to-pgi-at-art-risk/articleshow/61760318.cms,Lack of medicines: HIV +ve coming to PGI at ART risk,
1545836747-966,"From Penang to Kanyakumari, three friends on car expedition with a cause",https://timesofindia.indiatimes.com/city/chennai/from-penang-to-kanyakumari-three-friends-on-car-expedition-with-a-cause/articleshow/61801504.cms,,"Nov 26, 2017, 06:56 IST"
1545836732-951,"‘22% boys, 29% girls in Bihar have sex before 15 years of age’",https://timesofindia.indiatimes.com/city/patna/22-boys-29-girls-in-state-have-sex-before-15-yrs-of-age/articleshow/61744908.cms,"‘22% boys, 29% girls in Bihar have sex before 15 years of age’",
1545836730-949,"Commuter feels needle prick, arm goes numb",https://timesofindia.indiatimes.com/city/mumbai/commuter-feels-needle-prick-arm-goes-numb/articleshow/61705458.cms,"Commuter feels needle prick, arm goes numb",
1545836743-961,Extra marital affairs spike HIV cases,https://timesofindia.indiatimes.com/city/trichy/extra-marital-affairs-spike-hiv-cases/articleshow/61760272.cms,Extra marital affairs spike HIV cases,
1545836738-957,Competition to design logo for AIDS centre,https://timesofindia.indiatimes.com/city/trichy/competition-to-design-logo-for-aids-centre/articleshow/61760264.cms,Competition to design logo for AIDS centre,
1545836736-956,MP: HIV+ mother made to run from one hospital to another,https://timesofindia.indiatimes.com/city/bhopal/hiv-positive-mother-of-newborn-alleges-discrimination/articleshow/61745788.cms,,"Nov 22, 2017, 10:05 IST"
1545836745-964,"Now, dengue and HIV tests in 20 mins in U’khand",https://timesofindia.indiatimes.com/city/dehradun/now-dengue-and-hiv-tests-in-20-mins-in-ukhand/articleshow/61786107.cms,,"Nov 24, 2017, 21:38 IST"
1545836734-954,City filmmaker’s movie screened in Moscow,https://timesofindia.indiatimes.com/city/nagpur/city-filmmakers-movie-screened-in-moscow/articleshow/61745194.cms,,"Nov 22, 2017, 05:48 IST"
1545836738-958,Competition to design logo for AIDS centre,https://timesofindia.indiatimes.com/city/trichy/competition-to-design-logo-for-aids-centre/articleshow/61760264.cms,,"Nov 23, 2017, 09:37 IST"
1545836734-953,City filmmaker’s movie screened in Moscow,https://timesofindia.indiatimes.com/city/nagpur/city-filmmakers-movie-screened-in-moscow/articleshow/61745194.cms,City filmmaker’s movie screened in Moscow,
1545836730-950,"Commuter feels needle prick, arm goes numb",https://timesofindia.indiatimes.com/city/mumbai/commuter-feels-needle-prick-arm-goes-numb/articleshow/61705458.cms,,"Nov 19, 2017, 03:14 IST"
1545836927-987,MARD forgoes its decision to go on strike,https://timesofindia.indiatimes.com/city/aurangabad/mard-forgoes-its-decision-to-go-on-strike/articleshow/61634174.cms,MARD forgoes its decision to go on strike,"Nov 13, 2017, 23:41 IST"
1545836917-985,"From 3 times a week, TB drugs to be administered daily",https://timesofindia.indiatimes.com/city/dehradun/from-3-times-a-week-tb-drugs-to-be-administered-daily/articleshow/61618600.cms,"From 3 times a week, TB drugs to be administered daily","Nov 12, 2017, 22:07 IST"
1545836905-983,Hospitalised prisoner gives the slip to police in GRH,https://timesofindia.indiatimes.com/city/madurai/hospitalised-prisoner-gives-the-slip-to-police-in-grh/articleshow/61600085.cms,Hospitalised prisoner gives the slip to police in GRH,"Nov 11, 2017, 11:28 IST"
1545836931-989,Blood banks run out of HIV kits,https://timesofindia.indiatimes.com/city/mumbai/blood-banks-run-out-of-hiv-kits/articleshow/61647940.cms,Blood banks run out of HIV kits,"Nov 15, 2017, 03:27 IST"
1545836925-986,This Mangaluru youth has been sharing a smile across country,https://timesofindia.indiatimes.com/city/mangaluru/this-mangaluru-youth-has-been-sharing-a-smile-across-country/articleshow/61631944.cms,This Mangaluru youth has been sharing a smile across country,"Nov 13, 2017, 21:26 IST"
1545836934-990,"HIV/AIDS - Causes, Signs, Symptoms & Prevention",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/hiv/aids-causes-signs-symptoms-prevention/articleshow/61656962.cms,"HIV/AIDS - Causes, Signs, Symptoms & Prevention","Nov 16, 2017, 10:49 IST"
1545836929-988,"Needle jabs pose risk for health workers, patients",https://timesofindia.indiatimes.com/city/chennai/needle-jabs-pose-risk-for-health-workers-patients/articleshow/61634461.cms,"Needle jabs pose risk for health workers, patients","Nov 14, 2017, 07:38 IST"
1545836895-981,Remand prisoner escapes from Madurai govt hospital,https://timesofindia.indiatimes.com/city/madurai/remand-prisoner-escapes-from-madurai-govt-hospital/articleshow/61594569.cms,Remand prisoner escapes from Madurai govt hospital,"Nov 10, 2017, 17:17 IST"
1545836897-982,Remand prisoner escapes from Madurai govt hospital,https://timesofindia.indiatimes.com/city/chennai/remand-prisoner-escapes-from-madurai-govt-hospital/articleshow/61594667.cms,Remand prisoner escapes from Madurai govt hospital,"Nov 10, 2017, 17:17 IST"
1545836907-984,When positives attract,https://timesofindia.indiatimes.com/city/chennai/when-positives-attract/articleshow/61610157.cms,When positives attract,"Nov 11, 2017, 22:57 IST"
1545835034-810,Telling stories of the earth,https://timesofindia.indiatimes.com/city/chennai/telling-stories-of-the-earth/articleshow/61512963.cms,Telling stories of the earth,"Nov 5, 2017, 00:06 IST"
1545835028-807,HIV due to transfusion: Kid tests negative in Chennai,https://timesofindia.indiatimes.com/city/thiruvananthapuram/hiv-due-to-transfusion-kid-tests-negative-in-chennai/articleshow/61478954.cms,HIV due to transfusion: Kid tests negative in Chennai,"Nov 3, 2017, 10:43 IST"
1545835026-806,HIV+ woman gets life term for murder of mother-in-law,https://timesofindia.indiatimes.com/city/chandigarh/hiv-woman-gets-life-term-for-murder-of-mother-in-law/articleshow/61423517.cms,HIV+ woman gets life term for murder of mother-in-law,"Nov 2, 2017, 07:56 IST"
1545835044-812,"At 330, more swine flu cases than 2014-15 outbreak",https://timesofindia.indiatimes.com/city/nagpur/at-330-more-swine-flu-cases-than-2014-15-outbreak/articleshow/61510460.cms,"At 330, more swine flu cases than 2014-15 outbreak","Nov 5, 2017, 11:15 IST"
1545835037-811,A forgotten art of telling tales of yore via paintings,https://timesofindia.indiatimes.com/city/pune/a-forgotten-art-of-telling-tales-of-yore-via-paintings/articleshow/61512941.cms,A forgotten art of telling tales of yore via paintings,"Nov 5, 2017, 10:28 IST"
1545835024-805,Fix doze combination medicines launched for TB patients in Ludhiana District,https://timesofindia.indiatimes.com/city/chandigarh/fix-doze-combination-medicines-launched-for-tb-patients-in-ludhiana-district/articleshow/61424970.cms,Fix doze combination medicines launched for TB patients in Ludhiana District,"Nov 2, 2017, 07:05 IST"
1545835053-814,Sacked `whistleblower' real culprit: IndiGo,https://timesofindia.indiatimes.com/city/delhi/sacked-whistleblower-real-culprit-indigo/articleshow/61569565.cms,Sacked `whistleblower' real culprit: IndiGo,"Nov 9, 2017, 05:18 IST"
1545835032-809,IITR's new tech to sterilize biomedical waste efficiently,https://timesofindia.indiatimes.com/city/lucknow/iitrs-new-tech-to-sterilize-biomedical-waste-efficiently/articleshow/61502183.cms,IITR's new tech to sterilize biomedical waste efficiently,"Nov 4, 2017, 09:02 IST"
1545835030-808,"Psoriasis - Causes, Signs, Symptoms & Prevention",https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/psoriasis-causes-signs-symptoms-prevention/articleshow/61486921.cms,"Psoriasis - Causes, Signs, Symptoms & Prevention","Nov 3, 2017, 16:59 IST"
1545835051-813,"Harvard honours Elton John for efforts for fighting HIV, AIDS",https://timesofindia.indiatimes.com/entertainment/english/music/news/harvard-honours-elton-john-for-efforts-for-fighting-hiv-aids/articleshow/61544859.cms,"Harvard honours Elton John for efforts for fighting HIV, AIDS","Nov 7, 2017, 15:21 IST"
1545835365-837,Experimental vaccine may protect against HIV,https://timesofindia.indiatimes.com/home/science/experimental-vaccine-may-protect-against-hiv/articleshow/61318704.cms,Experimental vaccine may protect against HIV,"Oct 29, 2017, 14:31 IST"
1545835331-834,Minister unhappy over unused funds for health schemes,https://timesofindia.indiatimes.com/city/noida/minister-unhappy-over-unused-funds-for-health-schemes/articleshow/61280690.cms,Minister unhappy over unused funds for health schemes,"Oct 28, 2017, 02:08 IST"
1545835305-829,"‘Fight against dengue, TB has to be a people’s movement’",https://timesofindia.indiatimes.com/city/chennai/fight-against-dengue-tb-has-to-be-a-peoples-movement/articleshow/61190779.cms,"‘Fight against dengue, TB has to be a people’s movement’","Oct 23, 2017, 22:49 IST"
1545835353-836,Do you suffer from OCD? It's time to seek professional help,https://timesofindia.indiatimes.com/city/bengaluru/do-you-suffer-from-ocd-its-time-to-seek-professional-help/articleshow/61281793.cms,Do you suffer from OCD? It's time to seek professional help,"Oct 28, 2017, 14:32 IST"
1545835307-830,Young professionals take Diwali to orphanages,https://timesofindia.indiatimes.com/city/aurangabad/young-professionals-take-diwali-to-orphanages/articleshow/61210152.cms,Young professionals take Diwali to orphanages,"Oct 24, 2017, 23:30 IST"
1545835311-832,"With Rs 32,000 crore scam, Telgi left his mark on counterfeit passports, stamp paper",https://timesofindia.indiatimes.com/city/bengaluru/with-rs-32000-crore-scam-telgi-left-his-mark-on-counterfeit-passports-stamp-paper/articleshow/61256427.cms,"With Rs 32,000 crore scam, Telgi left his mark on counterfeit passports, stamp paper","Oct 27, 2017, 10:06 IST"
1545835309-831,"Scrap Aadhaar, it’s snatching away our right to food, privacy: Citizens",https://timesofindia.indiatimes.com/city/bengaluru/scrap-aadhaar-its-snatching-away-our-right-to-food-privacy-citizens/articleshow/61252165.cms,"Scrap Aadhaar, it’s snatching away our right to food, privacy: Citizens","Oct 27, 2017, 07:52 IST"
1545835350-835,"CFTRI will focus on food, nutrition security",https://timesofindia.indiatimes.com/city/mysuru/cftri-will-focus-on-food-nutrition-security/articleshow/61279598.cms,"CFTRI will focus on food, nutrition security","Oct 28, 2017, 05:30 IST"
1545835313-833,HIV testing lab of BHU gets NABL accreditation,https://timesofindia.indiatimes.com/city/varanasi/hiv-testing-lab-of-bhu-gets-nabl-accreditation/articleshow/61272866.cms,HIV testing lab of BHU gets NABL accreditation,"Oct 27, 2017, 17:15 IST"
1545835367-838,"HIV+ patients lose match, win over discrimination",https://timesofindia.indiatimes.com/city/allahabad/hiv-patients-lose-match-win-over-discrimination/articleshow/61325817.cms,"HIV+ patients lose match, win over discrimination","Oct 29, 2017, 22:11 IST"
1545835610-878,India on radar as Trump aims for cheaper drugs?,https://timesofindia.indiatimes.com/world/us/india-on-radar-as-trump-aims-for-cheaper-drugs/articleshow/61125746.cms,India on radar as Trump aims for cheaper drugs?,"Oct 18, 2017, 05:26 IST"
1545835604-872,Absence of palliative care bitter pill to swallow for terminally ill patients,https://timesofindia.indiatimes.com/city/visakhapatnam/absence-of-palliative-care-bitter-pill-to-swallow-for-terminally-ill-patients/articleshow/61099577.cms,Absence of palliative care bitter pill to swallow for terminally ill patients,"Oct 16, 2017, 13:04 IST"
1545835615-882,India saw 2.5 million deaths due to pollution in 2015: Study,https://timesofindia.indiatimes.com/india/india-saw-2-5-million-deaths-due-to-pollution-in-2015-study/articleshow/61158395.cms,India saw 2.5 million deaths due to pollution in 2015: Study,"Oct 21, 2017, 01:35 IST"
1545835601-870,22 migrant workers from state test positive for HIV,https://timesofindia.indiatimes.com/city/jaipur/22-migrant-workers-from-state-test-positive-for-hiv/articleshow/61074254.cms,22 migrant workers from state test positive for HIV,"Oct 13, 2017, 23:43 IST"
1545835606-874,"Now, MTDC plans social tourism",https://timesofindia.indiatimes.com/city/mumbai/now-mtdc-plans-social-tourism/articleshow/61108480.cms,"Now, MTDC plans social tourism","Oct 17, 2017, 00:28 IST"
1545835617-884,Depression drives Ludhiana couple to commit suicide,https://timesofindia.indiatimes.com/city/ludhiana/depression-drives-ludhiana-couple-to-commit-suicide/articleshow/61168471.cms,Depression drives Ludhiana couple to commit suicide,"Oct 22, 2017, 06:53 IST"
1545835619-885,Depression leads elderly couple to commit suicide,https://timesofindia.indiatimes.com/city/chandigarh/depression-leads-elderly-couple-to-commit-suicide/articleshow/61165248.cms,Depression leads elderly couple to commit suicide,"Oct 22, 2017, 07:56 IST"
1545835621-886,Govt for single-use dialysis centres to prevent infections,https://timesofindia.indiatimes.com/city/hyderabad/govt-for-single-use-dialysis-centres-to-prevent-infections/articleshow/61178917.cms,Govt for single-use dialysis centres to prevent infections,"Oct 23, 2017, 08:45 IST"
1545835597-868,«Previous,https://timesofindia.indiatimes.com/searchresult.cms?maxRow=&kdaterange=1500&article=2&searchtype=2&section=&searchfield=&query=hiv&pagenumber=72&startdate=2001-01-01&enddate=2001-12-25&date1mm=01&date1dd=01&date1yyyy=2001&date2mm=12&date2dd=25&date2yyyy=2001,null,null
1545835612-880,India on radar as Trump aims for cheaper drugs?,https://timesofindia.indiatimes.com/india/india-on-radar-as-trump-aims-for-cheaper-drugs/articleshow/61125766.cms,India on radar as Trump aims for cheaper drugs?,"Oct 18, 2017, 05:26 IST"
1545835608-876,Socially responsible youth celebrate Diwali with HIV-affected children,https://timesofindia.indiatimes.com/city/madurai/socially-responsible-youth-celebrate-diwali-with-hiv-affected-children/articleshow/61124732.cms,Socially responsible youth celebrate Diwali with HIV-affected children,"Oct 18, 2017, 00:52 IST"
1545835904-907,Study points out health risks to pregnant women,https://timesofindia.indiatimes.com/city/gurgaon/study-points-out-health-risks-to-pregnant-women/articleshow/61027981.cms,Study points out health risks to pregnant women,"Oct 11, 2017, 03:44 IST"
1545835882-901,An ‘Austrian home’ for children with HIV/AIDS,https://timesofindia.indiatimes.com/city/jaipur/an-austrian-home-for-children-with-hiv/aids/articleshow/60988763.cms,An ‘Austrian home’ for children with HIV/AIDS,"Oct 8, 2017, 13:11 IST"
